Player,Salary,Year
Jason Williams,1877145,2011
Robin Lopez,1867320,2011
Patrick Patterson,1823280,2011
Jose Juan Barea,1815000,2011
Austin Daye,1803720,2011
Marreese Speights,1773960,2011
Matt Barnes,1765000,2011
Larry Sanders,1731960,2011
Omer Asik,1721000,2011
James Johnson,1713600,2011
Roy Hibbert,1685280,2011
Renaldo Balkman,1675000,2011
Luke Babbitt,1645440,2011
Jrue Holiday,1627920,2011
JaVale McGee,1601040,2011
Hamed Haddadi,1600000,2011
Keith Bogans,1600000,2011
Kevin Seraphin,1563120,2011
Ty Lawson,1546560,2011
JJ Hickson,1528920,2011
Solomon Jones,1500000,2011
Eric Bledsoe,1485000,2011
Jeff Teague,1476840,2011
Alexis Ajinca,1467840,2011
Avery Bradley,1418160,2011
Eric Maynor,1417800,2011
Ryan Anderson,1409040,2011
Courtney Lee,1409040,2011
Roger Mason,1400000,2011
Ronnie Price,1380000,2011
James Anderson,1361400,2011
Darren Collison,1361040,2011
Kosta Koufos,1352640,2011
Tony Battie,1352181,2011
Anthony Carter,1352181,2011
Earl Boykins,1352181,2011
Eddie House,1352181,2011
Juwan Howard,1352181,2011
Zydrunas Ilgauskas,1352181,2011
Joe Smith,1352181,2011
Theo Ratliff,1352181,2011
Tracy McGrady,1352181,2011
Brian Cardinal,1352181,2011
Kurt Thomas,1352181,2011
Shaquille O'Neal,1352181,2011
Jason Collins,1352181,2011
Craig Brackins,1306920,2011
Sean Marks,1264687,2011
Elliot Williams,1254720,2011
Omri Casspi,1254480,2011
Rudy Fernandez,1246680,2011
Earl Watson,1229255,2011
Malik Allen,1229255,2011
Jamaal Magloire,1229255,2011
Brian Scalabrine,1229255,2011
Kwame Brown,1229255,2011
Carlos Arroyo,1223166,2011
Melvin Ely,1223166,2011
Etan Thomas,1223166,2011
Trevor Booker,1204560,2011
BJ Mullens,1204200,2011
Serge Ibaka,1204200,2011
Royal Ivey,1200000,2011
Nicolas Batum,1196760,2011
George Hill,1157160,2011
Damion James,1156320,2011
Rodrigue Beaubois,1156080,2011
Francisco Elson,1146337,2011
Brian Cook,1146337,2011
Quinton Ross,1146337,2011
Erick Dampier,1129469,2011
Darrell Arthur,1123680,2011
Taj Gibson,1117680,2011
Donte Greene,1116840,2011
Dominique Jones,1110120,2011
DJ White,1108680,2011
Kyrylo Fesenko,1087500,2011
DeMarre Carroll,1085400,2011
Wayne Ellington,1078800,2011
Quincy Pondexter,1073280,2011
Toney Douglas,1071000,2011
Josh Powell,1069609,2011
Didier Ilunga-Mbenga,1069509,2011
James Jones,1069509,2011
Delonte West,1069509,2011
Jordan Crawford,1042320,2011
Greivis Vasquez,1035960,2011
Aaron Gray,1028840,2011
Daniel Orton,1028400,2011
Lazar Hayward,1020960,2011
Christian Eyenga,1020960,2011
Jon Brockman,1000000,2011
Antoine Wright,992680,2011
Luther Head,992680,2011
Fabricio Oberto,992680,2011
Joey Graham,992680,2011
Stephen Graham,992680,2011
Hilton Armstrong,992680,2011
Patrick Mills,937195,2011
DeJuan Blair,918000,2011
Shelden Williams,915852,2011
Leon Powe,915852,2011
Von Wafer,915852,2011
Sam Young,886000,2011
Shawne Williams,885210,2011
Josh McRoberts,885120,2011
Dominic McGuire,884120,2011
Chris Quinn,861978,2011
Acie Law,859087,2011
Cartier Martin,854389,2011
Joey Dorsey,854389,2011
Sonny Weems,854389,2011
Darnell Jackson,854389,2011
Henry Walker,854389,2011
Chris Douglas-Roberts,854389,2011
Luc Mbah a Moute,854389,2011
Mario Chalmers,854389,2011
DeAndre Jordan,854389,2011
Jermaine Taylor,780871,2011
Chase Budinger,780871,2011
Solomon Alabi,770000,2011
Ian Mahinmi,762196,2011
Marcus Thornton,762195,2011
Jodie Meeks,762195,2011
AJ Price,762195,2011
Reggie Williams,762195,2011
Jonas Jerebko,762195,2011
DaJuan Summers,762195,2011
Derrick Brown,762195,2011
Dante Cunningham,762195,2011
Lance Stephenson,750000,2011
Damien Wilkins,748656,2011
Steve Novak,734945,2011
Hassan Whiteside,730437,2011
Alonzo Gee,681492,2011
Rodney Carney,651872,2011
Jarron Collins,643551,2011
Ike Diogu,608772,2011
Andy Rautins,600000,2011
Gary Neal,525000,2011
Willie Warren,500000,2011
Samardo Samuels,500000,2011
Garret Siler,473640,2011
Gani Lawal,473640,2011
Hamady N'Diaye,473604,2011
Jeremy Evans,473604,2011
Pooh Jeter,473604,2011
Armon Johnson,473604,2011
Landry Fields,473604,2011
Da'Sean Butler,473604,2011
Dexter Pittman,473604,2011
Patrick Beverley,473604,2011
Ishmael Smith,473604,2011
Derrick Caracter,473604,2011
Devin Ebanks,473604,2011
Jeremy Lin,473604,2011
Terrico White,473604,2011
Gary Forbes,473604,2011
Manny Harris,473604,2011
Luke Harangody,473604,2011
Semih Erden,473604,2011
Sherron Collins,473604,2011
Ben Uzoh,473604,2011
Pape Sy,473604,2011
Pops Mensah-Bonsu,364461,2011
Jeff Adrien,342666,2011
Sundiata Gaines,327296,2011
Jawad Williams,321652,2011
Brian Skinner,270436,2011
Ime Udoka,264232,2011
Zabian Dowdell,242374,2011
Jerry Stackhouse,222712,2011
John Lucas,208264,2011
Aleksandar Pavlovic,202295,2011
Lester Hudson,192791,2011
Earl Barron,188558,2011
Garrett Temple,170373,2011
Chris Johnson,164368,2011
Darington Hobson,103078,2011
Danny Green,94154,2011
Joe Alexander,90465,2011
Mustafa Shakur,89670,2011
Trey Johnson,89670,2011
Maurice Ager,83305,2011
Bobby Simmons,71951,2011
Matt Janning,58504,2011
Ronald Dupree,58393,2011
Larry Owens,55718,2011
